,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,material,seasonality,occasion
124,544627005,Shake,Skirt,Garment Lower body,Solid,Light Pink,Skirts,"Short, high-waisted skirt in a textured weave with pleats at the top, a zip at the back and side pockets.",textured weave,spring/fall,casual
125,762063001,Havana dress SPEED,Dress,Garment Full body,All over pattern,Light Beige,Dresses Ladies,"Short wrap dress in an airy crêpe weave with a V-neck, ties at the waist, long, flounced sleeves and a gently flared skirt with a seam and flounce at the hem. Unlined.",crêpe,spring/fall,casual
126,640863003,Fran sock sneaker,Sneakers,Shoes,Solid,Black,Shoes,Fully-fashioned trainers with a rib-trimmed shaft. Fabric insoles and rubber soles.,fabric,all year,casual
127,912867002,AUSSIE COLLAB BAGCHARM,Other accessories,Accessories,Solid,White,Accessories,Kangol x H&M. Small bag decoration with a zip. Metal carabiner hook to attach it to your bag. Size approx. 9x7 cm.,unknown,unknown,unknown
128,596958001,Perrie Patch TRS,Trousers,Garment Lower body,Application/3D,Blue,Trousers,"5-pocket, high-waisted jeans in sturdy washed denim with hard-worn details and patches. Tapered legs with raw-edge hems.",denim,all year,casual
129,643678033,3P SS PJ,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Light Blue,"Under-, Nightwear","All-in-one pyjamas in soft organic cotton jersey with press-studs fastenings, short sleeves and short legs.",organic cotton jersey,all year,sleepwear
130,821019001,CNY Original Straight,Trousers,Garment Lower body,Denim,Light Blue,Unknown,"5-pocket jeans in washed cotton denim with a high waist, zip fly and button and straight legs with cut-off hems.",cotton denim,all year,casual
131,430757001,Cherry skirt,Skirt,Garment Lower body,Solid,Black,Skirts,Short skirt with a zip at the back. Lined.,unknown,unknown,unknown
132,486329007,Jess,Vest top,Garment Upper body,Dot,Dark Blue,Blouses,V-neck top in a double layer of crêpe with narrow shoulder straps that cross at the back. Gently flared style.,crêpe,unknown,unknown
133,883354001,Ellen Malta Wireless 2pk,Bra,Underwear,Solid,Black,"Under-, Nightwear","Strapless bandeau bras in cotton jersey with padded cups that shape the bust and provide good support, a hook-and-eye fastening at the back, and side support.",cotton jersey,all year,casual
134,874819002,Maltese FUP,Cardigan,Garment Upper body,Melange,Light Beige,Knitwear,Long cardigan in a soft knit containing some wool with dropped shoulders and patch front pockets. No buttons. The polyester content of the cardigan is recycled.,wool and polyester,fall/winter,casual
135,506369003,Bollnäs woven pants BB,Pyjama bottom,Nightwear,Check,Blue,"Under-, Nightwear",Pyjama bottoms in a patterned cotton weave with covered elastication and a drawstring at the waist and a fake fly.,cotton,all year,casual
136,601199001,Alicia Romper,Jumpsuit/Playsuit,Garment Full body,Other pattern,Dark Blue,Jersey Fancy,"Sleeveless romper suit in patterned cotton jersey with elastication at the top, narrow shoulder straps with fixed ties and a double-layered top. Press-studs at the crotch and short legs with elasticated frill trims at the hems.",cotton,all year,casual
137,761501004,Blake Slim Trs,Trousers,Garment Lower body,Melange,Dark Red,Trousers,"Ankle-length suit trousers in airy linen with a hook-and-eye fastening and zip fly. Side pockets, welt back pockets and tapered legs with creases. Slim Fit – a fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette.",linen,spring/fall,business or formal
138,594543042,TP TAGE shorts BB,Shorts,Garment Lower body,Solid,Dark Purple,Jersey Basic,Shorts in lightweight sweatshirt fabric with side pockets and wide elastication with a drawstring at the waist. The cotton content of the shorts is organic.,lightweight sweatshirt fabric,unknown,casual
139,813504008,NORTON price LS,T-shirt,Garment Upper body,Stripe,Dark Blue,Jersey Basic,"Long-sleeved top in soft, organic cotton jersey with ribbing around the neckline.",organic cotton jersey,all year,casual
140,589222005,Skinny H.W Air,Trousers,Garment Lower body,Denim,Blue,Trousers Denim,"High-waisted jeans in stretch denim with a zip fly and button, fake front pockets, real back pockets and skinny legs.",denim,all year,casual
141,716211002,Aurora Fancy,Sweater,Garment Upper body,Application/3D,Light Pink,Jersey Fancy,"Long-sleeved top in soft pile with a reversible sequin motif (sizes 1½-3Y with normal sequins). Ribbing around the neckline, cuffs and hem.",pile,all year,casual
142,544428001,Elaine Lace tights,Underwear Tights,Socks & Tights,Lace,Black,Socks and Tights,Lace tights with an elasticated waist.,lace,unknown,unknown
143,781078009,Kimmi blazer(1),Blazer,Garment Upper body,Other structure,Off White,Dressed,"Fitted, double-breasted jacket in woven fabric with notch lapels, jetted front pockets and a single back vent. Lined.",woven fabric,unknown,unknown
144,870665001,Pony sneaker SB,Sneakers,Shoes,Chambray,Light Turquoise,Shoes,Trainer sandals in cotton canvas with a hook and loop tab at the front and small loop at the back. Cotton canvas linings and insoles and patterned soles.,cotton canvas,spring/fall,casual
145,395730038,VIOLA 2-pack,Polo shirt,Garment Upper body,Mixed solid/pattern,White,Jersey Basic,"Long-sleeved, polo-neck tops in organic cotton jersey.",organic cotton jersey,all year,casual
146,893119001,Ubbe Softshell Anorak,Jacket,Garment Upper body,Solid,Black,Outdoor,"Softshell popover jacket in windproof, water-repellent functional fabric with folded seams. Lined hood and a zip and wind flap with a hook and loop fastening at the top. Diagonal, zipped front pockets, an adjustable hook and loop fastening at the cuffs, and an elasticated drawstring at the hem. Slightly longer at the back. Lined. The jacket has a water-repellent coating without fluorocarbons.",functional fabric,fall/winter,casual
147,874113002,Zebra sweat - TVP,Sweater,Garment Upper body,Colour blocking,Light Purple,Jersey Fancy,"Top in sweatshirt fabric made from a cotton blend. Wide, raglan sleeves and ribbing at the cuffs and hem.",sweatshirt fabric,fall/winter,casual
148,503809002,Odessa l/s shirt,Shirt,Garment Upper body,Other structure,Light Blue,Shirts,Long-sleeved shirt in a woven cotton blend with an easy-iron finish. Turn-down collar and buttons down the front and at the cuffs.,cotton blend,unknown,unknown
149,522183001,Chuck Highshaft,Boots,Shoes,Solid,Black,Shoes,"Warm-lined boots in imitation suede with a knee-high shaft. Elastic and a zip on one side, fabric linings and insoles and chunky rubber soles. Heel 3.5 cm.",imitation suede,fall/winter,casual
150,644065001,AK CHILI cardigan,Cardigan,Garment Upper body,Solid,Dark Beige,Knitwear,"Cardigan in a soft knit containing some wool with a V-neck and buttons down the front. Low dropped shoulders, long balloon sleeves and wide ribbing around the opening and cuffs.",wool,fall/winter,casual
151,761343002,College body,Vest top,Garment Upper body,Solid,Light Yellow,Jersey Fancy,"Body in ribbed jersey with a round neck at the front and low-cut back. Shoulder straps with plastic rings, and concealed press-studs at the crotch.",ribbed jersey,summer,casual
152,683045001,Cardamom Suspenderbelt,Nipple covers,Underwear,Lace,Dark Red,"Under-, Nightwear",Lace suspender belt to hold nylon stockings up with elastication at the top and an adjustable fastening at the back.,lace,unknown,unknown
153,901318002,Wilde high shaft,Boots,Shoes,Solid,Dark Orange,Shoes,"Knee-high boots in imitation leather with square toes and high heels. Satin linings made from recycled polyester, imitation leather insoles and rubber soles. Heel 9 cm.",imitation leather,fall/winter,unknown
154,711593005,ED Chip,Sweater,Garment Upper body,Melange,Off White,Knitwear,"Oversized jumper in a soft knit containing some wool with a ribbed polo neck, low dropped shoulders and long sleeves. Straight hem with slits in the sides. Slightly longer at the back.",wool,fall/winter,casual
155,614253001,SW Molly UV set,Swimsuit,Swimwear,All over pattern,Light Blue,Accessories,Swim pants and a swim top in UV-protective fabric. Patterned top with long raglan sleeves. Bottoms with a frill at the top and lined gusset. UPF 50.,UV-protective fabric,summer,swimming
156,554598009,Nora T-shirt,T-shirt,Garment Upper body,Melange,Dark Blue,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem.",jersey,all year,casual
157,785796002,Cap Paco Solid 2,Cap/peaked,Accessories,Solid,Light Grey,Accessories,Cap in cotton twill with an adjustable plastic fastener at the back.,cotton twill,all year,casual
158,677817002,Peggy,Top,Garment Upper body,Solid,Dark Blue,Jersey Fancy,"Top in lightweight sweatshirt fabric with an embroidered motif, dropped shoulders, long sleeves, ribbing around the neckline and cuffs, and a lace trim at the hem.",sweatshirt fabric,all year,casual
159,701050003,Charlotte strappy thong,Underwear bottom,Underwear,Lace,Red,"Under-, Nightwear","Lace thong briefs with a low waist, lined gusset, wide sides with decorative straps, and a string back.",lace,unknown,unknown
160,695632005,Gyda-,Blouse,Garment Upper body,All over pattern,Light Beige,Blouses,"Blouse in a soft weave with a narrow collar, concealed buttons down the front, long sleeves with buttoned cuffs and a rounded hem.",soft weave,all year,unknown
161,740330002,Cissel jersey trs flared RW,Trousers,Garment Lower body,Solid,Dark Blue,Jersey Fancy,"Trousers in soft velour corduroy with a high, elasticated waist, a fake welt back pocket and slim legs with sewn-in creases down the front and a flare to the hems.",velour corduroy,fall/winter,casual
162,892192001,LEONORE wraptop,Top,Garment Upper body,All over pattern,Grey,Accessories,"Cropped top in a soft, fine knit with a wrapover front and long sleeves.","soft, fine knit",unknown,unknown
163,345830036,2P Tanktop body girly,Bodysuit,Garment Upper body,All over pattern,White,Jersey Basic,Bodysuits in soft organic cotton jersey with narrow shoulder straps and press-studs at the crotch.,organic cotton jersey,all year,casual
164,843012001,Dalston shirt,Blouse,Garment Upper body,Solid,Beige,Blouses,"Long shirt in a soft cotton weave with a collar, concealed button placket at the front and yoke with a pleat at the back. Long sleeves with gathered, buttoned cuffs, a wide, detachable tie belt at the waist, and a rounded hem.",cotton,all year,casual or office
165,578876001,HAMILTON P5,T-shirt,Garment Upper body,Front print,White,Jersey Fancy,"T-shirt in soft, printed cotton jersey with a ribbed neckline and slits at the hem.",cotton,all year,casual
166,735724001,AK TIN TRAPEZE DRESS D3,Dress,Garment Full body,Stripe,Light Beige,Dresses Ladies,"Wide, straight-cut dress in cotton jersey with dropped shoulders, short sleeves and a seam and wide flounce at the hem.",cotton jersey,unknown,unknown
167,557668002,Maria Pom Pom Beanie,Hat/beanie,Accessories,Solid,Black,Accessories,"Hat in a soft, chunky knit with a faux fur pompom on top.",knit,fall/winter,casual
168,806140001,Eva SET,Garment Set,Garment Full body,Front print,White,Jersey Fancy,Set with a T-shirt and pair of cycling shorts in soft cotton jersey. T-shirt with a print motif on the front and a narrow trim around the neckline. Cycling shorts with an elasticated waist.,cotton jersey,all year,casual
169,583647001,Gina Blouse,Blouse,Garment Upper body,Solid,Dark Blue,Blouses,"Blouse in woven fabric with an opening and ties at the top, seams at the shoulders and wide sleeves with narrow elastication at the cuffs. Seam under the bust with sewn-in ties at the back and a flare to the hem.",woven fabric,unknown,unknown
170,665587004,Coral jumpsuit J.,Jumpsuit/Playsuit,Garment Full body,All over pattern,Dark Green,Dresses Ladies,"Playsuit in patterned jersey with narrow shoulder straps and decorative crossover straps at the back. Elasticated seam at the waist and short, wide legs.",jersey,unknown,casual
171,733123004,Riviera dress SS,Dress,Garment Full body,Solid,Black,Dresses Ladies,"Short dress in a viscose weave with lace trims. V-neck opening at the top, a round neckline with twisted ties and 3/4-length balloon sleeves with narrow cuffs. Unlined.",viscose,all year,unknown
172,914960001,Mallow dresss,Dress,Garment Full body,Solid,Orange,Dresses Ladies,"Long, sleeveless dress in softly draping satin. Narrow cut at the top with pleats and short shoulder straps. Small opening at the front with a button at the top, a narrow tie belt at the waist and slits in the sides. Lined. The polyester content of the outer fabric of the dress is partly recycled.",satin,all year,unknown
173,676191002,Bennet velvet pull on,Trousers,Garment Lower body,Solid,Dark Blue,Trousers,"Velour ankle-length trousers in a straight fit with a regular waist that is elasticated at the back, side pockets, a fake fly and tapered legs.",velour,fall/winter,casual
174,662369026,MAX CHECKS AND STRIPES 3PK,Underwear bottom,Underwear,Mixed solid/pattern,Blue,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly.",cotton,all year,unknown
175,587759005,Henry dress,Dress,Garment Full body,Stripe,Light Pink,Jersey Fancy,"Short dress in stretch, patterned viscose jersey with a deep V-neck and draped wrapover at the front with pleats and a concealed button. Elasticated seam at the waist with an asymmetric flounced trim and a gently bell-shaped skirt that is longer at one side. Partly lined in jersey.",viscose jersey,spring/fall,casual
176,599580022,Timeless Midrise Brief,Swimwear bottom,Swimwear,Stripe,Blue,Swimwear,Fully lined bikini bottoms with a mid waist and medium coverage at the back.,unknown,summer,swimming
